codigo_municipio_ibge,municipio,idhm
3170438,União de Minas,0.672
3170479,Uruana de Minas,0.664
3170503,Urucânia,0.633
3170529,Urucuia,0.619
3170578,Vargem Alegre,0.631
3170602,Vargem Bonita,0.696
3170651,Vargem Grande do Rio Pardo,0.634
3170701,Varginha,0.778
3170750,Varjão de Minas,0.711
3170800,Várzea da Palma,0.666
3170909,Varzelândia,0.594
3171006,Vazante,0.742
3171030,Verdelândia,0.584
3171071,Veredinha,0.632
3171105,Veríssimo,0.667
3171154,Vermelho Novo,0.612
3171204,Vespasiano,0.688
3171303,Viçosa,0.775
3171402,Vieiras,0.668
3171501,Mathias Lobato,0.612
3171600,Virgem da Lapa,0.61
3171709,Virgínia,0.651
3171808,Virginópolis,0.675
3171907,Virgolândia,0.62
3172004,Visconde do Rio Branco,0.709
3172103,Volta Grande,0.669
3172202,Wenceslau Braz,0.678
3200102,AFONSO CLÁUDIO,0.667
3200136,ÁGUIA BRANCA,0.678
3200169,ÁGUA DOCE DO NORTE,0.652
3200201,ALEGRE,0.721
3200300,ALFREDO CHAVES,0.71
3200359,ALTO RIO NOVO,0.664
3200409,ANCHIETA,0.73
3200508,APIACÁ,0.673
3200607,ARACRUZ,0.752
3200706,ATILIO VIVACQUA,0.708
3200805,BAIXO GUANDU,0.702
3200904,BARRA DE SÃO FRANCISCO,0.683
3201001,BOA ESPERANÇA,0.679
3201100,BOM JESUS DO NORTE,0.734
3201159,BREJETUBA,0.656
3201209,CACHOEIRO DE ITAPEMIRIM,0.746
3201308,CARIACICA,0.718
3201407,CASTELO,0.726
3201506,COLATINA,0.746
3201605,CONCEIÇÃO DA BARRA,0.681
3201704,CONCEIÇÃO DO CASTELO,0.67
3201803,DIVINO DE SÃO LOURENÇO,0.632
3201902,DOMINGOS MARTINS,0.669
3202009,DORES DO RIO PRETO,0.654
3202108,ECOPORANGA,0.662
3202207,FUNDÃO,0.718
3202256,GOVERNADOR LINDENBERG,0.694
3202306,GUAÇUÍ,0.703
3202405,GUARAPARI,0.731
3202454,IBATIBA,0.647
3202504,IBIRAÇU,0.726
3202553,IBITIRAMA,0.622
3202603,ICONHA,0.729
3202652,IRUPI,0.637
3202702,ITAGUAÇU,0.702
3202801,ITAPEMIRIM,0.654
3202900,ITARANA,0.684
3203007,IÚNA,0.666
3203056,JAGUARÉ,0.678
3203106,JERÔNIMO MONTEIRO,0.698
3203130,JOÃO NEIVA,0.753
3203163,LARANJA DA TERRA,0.656
3203205,LINHARES,0.724
3203304,MANTENÓPOLIS,0.657
3203320,MARATAÍZES,0.696
3203346,MARECHAL FLORIANO,0.71
3203353,MARILÂNDIA,0.696
3203403,MIMOSO DO SUL,0.67
3203502,MONTANHA,0.667
3203601,MUCURICI,0.666
3203700,MUNIZ FREIRE,0.645
3203809,MUQUI,0.694
3203908,NOVA VENÉCIA,0.712
3204005,PANCAS,0.667
3204054,PEDRO CANÁRIO,0.654
3204104,PINHEIROS,0.673
3204203,PIÚMA,0.727
3204252,PONTO BELO,0.669
3204302,PRESIDENTE KENNEDY,0.657
3204351,RIO BANANAL,0.681
3204401,RIO NOVO DO SUL,0.711
3204500,SANTA LEOPOLDINA,0.626
3204559,SANTA MARIA DE JETIBÁ,0.671
3204609,SANTA TERESA,0.714
3204658,SÃO DOMINGOS DO NORTE,0.682
3204708,SÃO GABRIEL DA PALHA,0.709
3204807,SÃO JOSÉ DO CALÇADO,0.688
3204906,SÃO MATEUS,0.735
3204955,SÃO ROQUE DO CANAÃ,0.7
3205002,SERRA,0.739
3205010,SOORETAMA,0.662
3205036,VARGEM ALTA,0.663
3205069,VENDA NOVA DO IMIGRANTE,0.728
3205101,VIANA,0.686
3205150,VILA PAVÃO,0.681
3205176,VILA VALÉRIO,0.675
3205200,VILA VELHA,0.8
3205309,VITÓRIA,0.845
3300100,ANGRA DOS REIS,0.724
3300159,APERIBÉ,0.692
3300209,ARARUAMA,0.718
3300225,AREAL,0.684
3300233,ARMAÇÃO DOS BÚZIOS,0.728
3300258,ARRAIAL DO CABO,0.733
3300308,BARRA DO PIRAÍ,0.733
3300407,BARRA MANSA,0.729
3300456,BELFORD ROXO,0.684
3300506,BOM JARDIM,0.66
3300605,BOM JESUS DO ITABAPOANA,0.732
3300704,CABO FRIO,0.735
3300803,CACHOEIRAS DE MACACU,0.7
3300902,CAMBUCI,0.691
3300936,CARAPEBUS,0.713
3300951,COMENDADOR LEVY GASPARIAN,0.685
3301009,CAMPOS DOS GOYTACAZES,0.716
3301108,CANTAGALO,0.709
3301157,CARDOSO MOREIRA,0.648
3301207,CARMO,0.696
3301306,CASIMIRO DE ABREU,0.726
3301405,CONCEIÇÃO DE MACABU,0.712
3301504,CORDEIRO,0.729
3301603,DUAS BARRAS,0.659
3301702,DUQUE DE CAXIAS,0.711
3301801,ENGENHEIRO PAULO DE FRONTIN,0.722
3301850,GUAPIMIRIM,0.698
3301876,IGUABA GRANDE,0.761
3301900,ITABORAÍ,0.693
3302007,ITAGUAÍ,0.715
3302056,ITALVA,0.688
3302106,ITAOCARA,0.713
3302205,ITAPERUNA,0.73
3302254,ITATIAIA,0.737
3302270,JAPERI,0.659
3302304,LAJE DO MURIAÉ,0.668
3302403,MACAÉ,0.764
3302452,MACUCO,0.703
3302502,MAGÉ,0.709
3302601,MANGARATIBA,0.753
3302700,MARICÁ,0.765
3302809,MENDES,0.736
3302858,MESQUITA,0.737
3302908,MIGUEL PEREIRA,0.745
3303005,MIRACEMA,0.713
3303104,NATIVIDADE,0.73
3303203,NILÓPOLIS,0.753
3303302,NITERÓI,0.837
3303401,NOVA FRIBURGO,0.745
3303500,NOVA IGUAÇU,0.713
3303609,PARACAMBI,0.72
3303708,PARAÍBA DO SUL,0.702
3303807,PARATY,0.693
3303856,PATY DO ALFERES,0.671
3303906,PETRÓPOLIS,0.745
3303955,PINHEIRAL,0.715
3304003,PIRAÍ,0.708
3304102,PORCIÚNCULA,0.697
3304110,PORTO REAL,0.713
3304128,QUATIS,0.69
3304144,QUEIMADOS,0.68
3304151,QUISSAMÃ,0.704
3304201,RESENDE,0.768
3304300,RIO BONITO,0.71
3304409,RIO CLARO,0.683
3304508,RIO DAS FLORES,0.68
3304524,RIO DAS OSTRAS,0.773
3304557,RIO DE JANEIRO,0.799
3304607,SANTA MARIA MADALENA,0.668
3304706,SANTO ANTÔNIO DE PÁDUA,0.718
3304755,SÃO FRANCISCO DE ITABAPOANA,0.639
3304805,SÃO FIDÉLIS,0.691
3304904,SÃO GONÇALO,0.739
3305000,SÃO JOÃO DA BARRA,0.671
3305109,SÃO JOÃO DE MERITI,0.719
3305133,SÃO JOSÉ DE UBÁ,0.652
3305158,SÃO JOSÉ DO VALE DO RIO PRETO,0.66
3305208,SÃO PEDRO DA ALDEIA,0.712
3305307,SÃO SEBASTIÃO DO ALTO,0.646
3305406,SAPUCAIA,0.675
3305505,SAQUAREMA,0.709
3305554,SEROPÉDICA,0.713
3305604,SILVA JARDIM,0.654
3305703,SUMIDOURO,0.611
3305752,TANGUÁ,0.654
3305802,TERESÓPOLIS,0.73
3305901,TRAJANO DE MORAES,0.667
3306008,TRÊS RIOS,0.725
3306107,VALENÇA,0.738
3306156,VARRE-SAI,0.659
3306206,VASSOURAS,0.714
3306305,VOLTA REDONDA,0.771
3500105,ADAMANTINA,0.79
3500204,ADOLFO,0.73
3500303,AGUAÍ,0.715
3500402,ÁGUAS DA PRATA,0.781
3500501,ÁGUAS DE LINDÓIA,0.745
3500550,ÁGUAS DE SANTA BÁRBARA,0.757
3500600,ÁGUAS DE SÃO PEDRO,0.854
3500709,AGUDOS,0.745
3500758,ALAMBARI,0.712
3500808,ALFREDO MARCONDES,0.741
3500907,ALTAIR,0.687
3501004,ALTINÓPOLIS,0.73
3501103,ALTO ALEGRE,0.7
3501152,ALUMÍNIO,0.766
3501202,ÁLVARES FLORENCE,0.728
3501301,ÁLVARES MACHADO,0.758
3501400,ÁLVARO DE CARVALHO,0.688
3501509,ALVINLÂNDIA,0.722
3501608,AMERICANA,0.811
3501707,AMÉRICO BRASILIENSE,0.751
3501806,AMÉRICO DE CAMPOS,0.745
3501905,AMPARO,0.785
3502002,ANALÂNDIA,0.754
3502101,ANDRADINA,0.779
3502200,ANGATUBA,0.719
3502309,ANHEMBI,0.721
3502408,ANHUMAS,0.741
3502507,APARECIDA,0.755
3502606,APARECIDA D'OESTE,0.721
3502705,APIAÍ,0.71
3502754,ARAÇARIGUAMA,0.704
3502804,ARAÇATUBA,0.788
3502903,ARAÇOIABA DA SERRA,0.776
3503000,ARAMINA,0.74
3503109,ARANDU,0.685
3503158,ARAPEÍ,0.68
3503208,ARARAQUARA,0.815
3503307,ARARAS,0.781
3503356,ARCO-ÍRIS,0.722
3503406,AREALVA,0.744
3503505,AREIAS,0.697
3503604,AREIÓPOLIS,0.695
3503703,ARIRANHA,0.733
3503802,ARTUR NOGUEIRA,0.749
3503901,ARUJÁ,0.784
3503950,ASPÁSIA,0.735
3504008,ASSIS,0.805
3504107,ATIBAIA,0.765
3504206,AURIFLAMA,0.773
3504305,AVAÍ,0.714
3504404,AVANHANDAVA,0.705
3504503,AVARÉ,0.767
3504602,BADY BASSITT,0.746
3504701,BALBINOS,0.669
3504800,BÁLSAMO,0.756
3504909,BANANAL,0.733
3505005,BARÃO DE ANTONINA,0.711
3505104,BARBOSA,0.699
3505203,BARIRI,0.75
3505302,BARRA BONITA,0.788
3505351,BARRA DO CHAPÉU,0.66
3505401,BARRA DO TURVO,0.641
3505500,BARRETOS,0.789
3505609,BARRINHA,0.725
3505708,BARUERI,0.786
3505807,BASTOS,0.751
3505906,BATATAIS,0.761
3506003,BAURU,0.801
3506102,BEBEDOURO,0.78
3506201,BENTO DE ABREU,0.744
3506300,BERNARDINO DE CAMPOS,0.734
3506359,BERTIOGA,0.73
3506409,BILAC,0.768
3506508,BIRIGUI,0.78
3506607,BIRITIBA-MIRIM,0.712
3506706,BOA ESPERANÇA DO SUL,0.681
3506805,BOCAINA,0.742
3506904,BOFETE,0.705
3507001,BOITUVA,0.78
3507100,BOM JESUS DOS PERDÕES,0.713
3507159,BOM SUCESSO DE ITARARÉ,0.66
3507209,BORÁ,0.746
3507308,BORACÉIA,0.754
3507407,BORBOREMA,0.73
3507456,BOREBI,0.705
3507506,BOTUCATU,0.8
3507605,BRAGANÇA PAULISTA,0.776
3507704,BRAÚNA,0.737
3507753,BREJO ALEGRE,0.71
3507803,BRODOWSKI,0.755
3507902,BROTAS,0.74
3508009,BURI,0.667
3508108,BURITAMA,0.763
3508207,BURITIZAL,0.735
3508306,CABRÁLIA PAULISTA,0.694
3508405,CABREÚVA,0.738
3508504,CAÇAPAVA,0.788
3508603,CACHOEIRA PAULISTA,0.764
3508702,CACONDE,0.72
3508801,CAFELÂNDIA,0.742
3508900,CAIABU,0.729
3509007,CAIEIRAS,0.781
3509106,CAIUÁ,0.697
3509205,CAJAMAR,0.728
3509254,CAJATI,0.694
3509304,CAJOBI,0.734
3509403,CAJURU,0.713
3509452,CAMPINA DO MONTE ALEGRE,0.717
3509502,CAMPINAS,0.805
3509601,CAMPO LIMPO PAULISTA,0.769
3509700,CAMPOS DO JORDÃO,0.749
3509809,CAMPOS NOVOS PAULISTA,0.706
3509908,CANANÉIA,0.72
3509957,CANAS,0.704
3510005,CÂNDIDO MOTA,0.747
3510104,CÂNDIDO RODRIGUES,0.789
3510153,CANITAR,0.68
3510203,CAPÃO BONITO,0.721
3510302,CAPELA DO ALTO,0.699
3510401,CAPIVARI,0.75
3510500,CARAGUATATUBA,0.759
3510609,CARAPICUÍBA,0.749
3510708,CARDOSO,0.722
3510807,CASA BRANCA,0.73
3510906,CÁSSIA DOS COQUEIROS,0.734
3511003,CASTILHO,0.731
3511102,CATANDUVA,0.785
3511201,CATIGUÁ,0.751
3511300,CEDRAL,0.766
3511409,CERQUEIRA CÉSAR,0.729
3511508,CERQUILHO,0.782
3511607,CESÁRIO LANGE,0.706
3511706,CHARQUEADA,0.736
3511904,CLEMENTINA,0.725
3512001,COLINA,0.757
3512100,COLÔMBIA,0.71
3512209,CONCHAL,0.708
3512308,CONCHAS,0.736
3512407,CORDEIRÓPOLIS,0.758
3512506,COROADOS,0.719
3512605,CORONEL MACEDO,0.69
3512704,CORUMBATAÍ,0.754
3512803,COSMÓPOLIS,0.769
3512902,COSMORAMA,0.722
3513009,COTIA,0.78
3513108,CRAVINHOS,0.756
3513207,CRISTAIS PAULISTA,0.734
3513306,CRUZÁLIA,0.774
3513405,CRUZEIRO,0.788
3513504,CUBATÃO,0.737
3513603,CUNHA,0.684
3513702,DESCALVADO,0.76
3513801,DIADEMA,0.757
3513850,DIRCE REIS,0.741
3513900,DIVINOLÂNDIA,0.734
3514007,DOBRADA,0.718
3514106,DOIS CÓRREGOS,0.725
3514205,DOLCINÓPOLIS,0.742
3514304,DOURADO,0.738
3514403,DRACENA,0.776
3514502,DUARTINA,0.748
3514601,DUMONT,0.744
3514700,ECHAPORÃ,0.745
3514809,ELDORADO,0.691
3514908,ELIAS FAUSTO,0.695
3514924,ELISIÁRIO,0.747
3514957,EMBAÚBA,0.73
3515004,EMBU,0.735
3515103,EMBU-GUAÇU,0.749
3515129,EMILIANÓPOLIS,0.727
3515152,ENGENHEIRO COELHO,0.732
3515186,ESPÍRITO SANTO DO PINHAL,0.787
3515194,ESPÍRITO SANTO DO TURVO,0.696
3515202,ESTRELA D'OESTE,0.76
3515301,ESTRELA DO NORTE,0.74
3515350,EUCLIDES DA CUNHA PAULISTA,0.704
3515400,FARTURA,0.732
3515509,FERNANDÓPOLIS,0.797
3515608,FERNANDO PRESTES,0.758
3515657,FERNÃO,0.703
3515707,FERRAZ DE VASCONCELOS,0.738
3515806,FLORA RICA,0.727
3515905,FLOREAL,0.747
3516002,FLÓRIDA PAULISTA,0.715
3516101,FLORÍNIA,0.713
3516200,FRANCA,0.78
3516309,FRANCISCO MORATO,0.703
3516408,FRANCO DA ROCHA,0.731
3516507,GABRIEL MONTEIRO,0.763
3516606,GÁLIA,0.709
3516705,GARÇA,0.769
3516804,GASTÃO VIDIGAL,0.723
3516853,GAVIÃO PEIXOTO,0.719
3516903,GENERAL SALGADO,0.747
3517000,GETULINA,0.717
3517109,GLICÉRIO,0.735
3517208,GUAIÇARA,0.739
3517307,GUAIMBÊ,0.728
3517406,GUAÍRA,0.753
3517505,GUAPIAÇU,0.725
3517604,GUAPIARA,0.675
3517703,GUARÁ,0.718
3517802,GUARAÇAÍ,0.719
3517901,GUARACI,0.737
3518008,GUARANI D'OESTE,0.732
3518107,GUARANTÃ,0.713
3518206,GUARARAPES,0.763
3518305,GUARAREMA,0.731
3518404,GUARATINGUETÁ,0.798
3518503,GUAREÍ,0.687
3518602,GUARIBA,0.719
3518701,GUARUJÁ,0.751
3518800,GUARULHOS,0.763
3518859,GUATAPARÁ,0.743
3518909,GUZOLÂNDIA,0.697
3519006,HERCULÂNDIA,0.727
3519055,HOLAMBRA,0.793
3519071,HORTOLÂNDIA,0.756
3519105,IACANGA,0.745
3519204,IACRI,0.733
3519253,IARAS,0.674
3519303,IBATÉ,0.703
3519402,IBIRÁ,0.74
3519501,IBIRAREMA,0.708
3519600,IBITINGA,0.747
3519709,IBIÚNA,0.71
3519808,ICÉM,0.72
3519907,IEPÊ,0.736
3520004,IGARAÇU DO TIETÊ,0.727
3520103,IGARAPAVA,0.768
3520202,IGARATÁ,0.711
3520301,IGUAPE,0.726
3520400,ILHABELA,0.756
3520426,ILHA COMPRIDA,0.725
3520442,ILHA SOLTEIRA,0.812
3520509,INDAIATUBA,0.788
3520608,INDIANA,0.761
3520707,INDIAPORÃ,0.751
3520806,INÚBIA PAULISTA,0.759
3520905,IPAUSSU,0.727
3521002,IPERÓ,0.719
3521101,IPEÚNA,0.753
3521150,IPIGUÁ,0.73
3521200,IPORANGA,0.703
3521309,IPUÃ,0.749
3521408,IRACEMÁPOLIS,0.776
3521507,IRAPUÃ,0.713
3521606,IRAPURU,0.712
3521705,ITABERÁ,0.693
3521804,ITAÍ,0.713
3521903,ITAJOBI,0.73
3522000,ITAJU,0.705
3522109,ITANHAÉM,0.745
3522158,ITAÓCA,0.68
3522208,ITAPECERICA DA SERRA,0.742
3522307,ITAPETININGA,0.763
3522406,ITAPEVA,0.732
3522505,ITAPEVI,0.735
3522604,ITAPIRA,0.762
3522653,ITAPIRAPUÃ PAULISTA,0.661
3522703,ITÁPOLIS,0.744
3522802,ITAPORANGA,0.719
3522901,ITAPUÍ,0.725
3523008,ITAPURA,0.72
3523107,ITAQUAQUECETUBA,0.714
3523206,ITARARÉ,0.703
3523305,ITARIRI,0.677
3523404,ITATIBA,0.778
3523503,ITATINGA,0.706
3523602,ITIRAPINA,0.724
3523701,ITIRAPUÃ,0.707
3523800,ITOBI,0.717
3523909,ITU,0.773
3524006,ITUPEVA,0.762
3524105,ITUVERAVA,0.765
3524204,JABORANDI,0.711
3524303,JABOTICABAL,0.778
3524402,JACAREÍ,0.777
3524501,JACI,0.723
3524600,JACUPIRANGA,0.717
3524709,JAGUARIÚNA,0.784
3524808,JALES,0.776
3524907,JAMBEIRO,0.756
3525003,JANDIRA,0.76
3525102,JARDINÓPOLIS,0.735
3525201,JARINU,0.733
3525300,JAÚ,0.778
3525409,JERIQUARA,0.703
3525508,JOANÓPOLIS,0.699
3525607,JOÃO RAMALHO,0.741
3525706,JOSÉ BONIFÁCIO,0.777
3525805,JÚLIO MESQUITA,0.716
3525854,JUMIRIM,0.741
3525904,JUNDIAÍ,0.822
3526001,JUNQUEIRÓPOLIS,0.745
3526100,JUQUIÁ,0.7
3526209,JUQUITIBA,0.709
3526308,LAGOINHA,0.693
3526407,LARANJAL PAULISTA,0.729
3526506,LAVÍNIA,0.721
3526605,LAVRINHAS,0.729
3526704,LEME,0.744
3526803,LENÇÓIS PAULISTA,0.764
3526902,LIMEIRA,0.775
3527009,LINDÓIA,0.742
3527108,LINS,0.786
3527207,LORENA,0.766
3527256,LOURDES,0.742
3527306,LOUVEIRA,0.777
3527405,LUCÉLIA,0.752
3527504,LUCIANÓPOLIS,0.733
3527603,LUÍS ANTÔNIO,0.731
3527702,LUIZIÂNIA,0.702
3527801,LUPÉRCIO,0.724
3527900,LUTÉCIA,0.72
3528007,MACATUBA,0.77
3528106,MACAUBAL,0.743
3528205,MACEDÔNIA,0.74
3528304,MAGDA,0.753
3528403,MAIRINQUE,0.743
3528502,MAIRIPORÃ,0.788
3528601,MANDURI,0.739
3528700,MARABÁ PAULISTA,0.677
3528809,MARACAÍ,0.771
3528858,MARAPOAMA,0.752
3528908,MARIÁPOLIS,0.718
3529005,MARÍLIA,0.798
3529104,MARINÓPOLIS,0.731
3529203,MARTINÓPOLIS,0.721
3529302,MATÃO,0.773
3529401,MAUÁ,0.766
3529500,MENDONÇA,0.744
3529609,MERIDIANO,0.731
3529658,MESÓPOLIS,0.724
3529708,MIGUELÓPOLIS,0.741
3529807,MINEIROS DO TIETÊ,0.73
3529906,MIRACATU,0.697
3530003,MIRA ESTRELA,0.743
3530102,MIRANDÓPOLIS,0.751
3530201,MIRANTE DO PARANAPANEMA,0.724
3530300,MIRASSOL,0.762
3530409,MIRASSOLÂNDIA,0.738
3530508,MOCOCA,0.762
3530607,MOGI DAS CRUZES,0.783
3530706,MOGI GUAÇU,0.774
3530805,MOJI MIRIM,0.784
3530904,MOMBUCA,0.719
3531001,MONÇÕES,0.772
3531100,MONGAGUÁ,0.754
3531209,MONTE ALEGRE DO SUL,0.759
3531308,MONTE ALTO,0.768
3531407,MONTE APRAZÍVEL,0.785
3531506,MONTE AZUL PAULISTA,0.753
3531605,MONTE CASTELO,0.741
3531704,MONTEIRO LOBATO,0.71
3531803,MONTE MOR,0.733
3531902,MORRO AGUDO,0.712
3532009,MORUNGABA,0.715
3532058,MOTUCA,0.741
3532108,MURUTINGA DO SUL,0.726
3532157,NANTES,0.714
3532207,NARANDIBA,0.718
3532306,NATIVIDADE DA SERRA,0.655
3532405,NAZARÉ PAULISTA,0.678
3532504,NEVES PAULISTA,0.754
3532603,NHANDEARA,0.751
3532702,NIPOÃ,0.713
3532801,NOVA ALIANÇA,0.738
3532827,NOVA CAMPINA,0.651
3532843,NOVA CANAÃ PAULISTA,0.715
3532868,NOVA CASTILHO,0.756
3532900,NOVA EUROPA,0.765
3533007,NOVA GRANADA,0.739
3533106,NOVA GUATAPORANGA,0.726
3533205,NOVA INDEPENDÊNCIA,0.735
3533254,NOVAIS,0.719
3533304,NOVA LUZITÂNIA,0.743
3533403,NOVA ODESSA,0.791
3533502,NOVO HORIZONTE,0.753
3533601,NUPORANGA,0.746
3533700,OCAUÇU,0.717
3533809,ÓLEO,0.73
3533908,OLÍMPIA,0.773
3534005,ONDA VERDE,0.738
3534104,ORIENTE,0.77
3534203,ORINDIÚVA,0.767
3534302,ORLÂNDIA,0.78
3534401,OSASCO,0.776
3534500,OSCAR BRESSANE,0.749
3534609,OSVALDO CRUZ,0.762
3534708,OURINHOS,0.778
3534757,OUROESTE,0.77
3534807,OURO VERDE,0.692
3534906,PACAEMBU,0.725
3535002,PALESTINA,0.732
3535101,PALMARES PAULISTA,0.722
3535200,PALMEIRA D'OESTE,0.753
3535309,PALMITAL,0.746
3535408,PANORAMA,0.722
3535507,PARAGUAÇU PAULISTA,0.762
3535606,PARAIBUNA,0.719
3535705,PARAÍSO,0.749
3535804,PARANAPANEMA,0.717
3535903,PARANAPUÃ,0.732
3536000,PARAPUÃ,0.737
3536109,PARDINHO,0.727
3536208,PARIQUERA-AÇU,0.736
3536257,PARISI,0.721
3536307,PATROCÍNIO PAULISTA,0.73
3536406,PAULICÉIA,0.711
3536505,PAULÍNIA,0.795
3536570,PAULISTÂNIA,0.718
3536604,PAULO DE FARIA,0.725
3536703,PEDERNEIRAS,0.739
3536802,PEDRA BELA,0.677
3536901,PEDRANÓPOLIS,0.742
3537008,PEDREGULHO,0.715
3537107,PEDREIRA,0.769
3537156,PEDRINHAS PAULISTA,0.774
3537206,PEDRO DE TOLEDO,0.696
3537305,PENÁPOLIS,0.759
3537404,PEREIRA BARRETO,0.766
3537503,PEREIRAS,0.736
3537602,PERUÍBE,0.749
3537701,PIACATU,0.732
3537800,PIEDADE,0.716
3537909,PILAR DO SUL,0.69
3538006,PINDAMONHANGABA,0.773
3538105,PINDORAMA,0.737
3538204,PINHALZINHO,0.725
3538303,PIQUEROBI,0.711
3538501,PIQUETE,0.757
3538600,PIRACAIA,0.739
3538709,PIRACICABA,0.785
3538808,PIRAJU,0.758
3538907,PIRAJUÍ,0.749
3539004,PIRANGI,0.756
3539103,PIRAPORA DO BOM JESUS,0.727
3539202,PIRAPOZINHO,0.776
3539301,PIRASSUNUNGA,0.801
3539400,PIRATININGA,0.779
3539509,PITANGUEIRAS,0.723
3539608,PLANALTO,0.719
3539707,PLATINA,0.719
3539806,POÁ,0.771
3539905,POLONI,0.766
3540002,POMPÉIA,0.786
3540101,PONGAÍ,0.755
3540200,PONTAL,0.725
3540259,PONTALINDA,0.702
3540309,PONTES GESTAL,0.732
3540408,POPULINA,0.714
3540507,PORANGABA,0.703
3540606,PORTO FELIZ,0.758
3540705,PORTO FERREIRA,0.751
3540754,POTIM,0.697
3540804,POTIRENDABA,0.747
3540853,PRACINHA,0.696
3540903,PRADÓPOLIS,0.733
3541000,PRAIA GRANDE,0.754
3541059,PRATÂNIA,0.701
3541109,PRESIDENTE ALVES,0.735
3541208,PRESIDENTE BERNARDES,0.757
3541307,PRESIDENTE EPITÁCIO,0.75
3541406,PRESIDENTE PRUDENTE,0.806
3541505,PRESIDENTE VENCESLAU,0.763
3541604,PROMISSÃO,0.743
3541653,QUADRA,0.678
3541703,QUATÁ,0.738
3541802,QUEIROZ,0.715
3541901,QUELUZ,0.722
3542008,QUINTANA,0.732
3542107,RAFARD,0.745
3542206,RANCHARIA,0.751
3542305,REDENÇÃO DA SERRA,0.657
3542404,REGENTE FEIJÓ,0.768
3542503,REGINÓPOLIS,0.728
3542602,REGISTRO,0.754
3542701,RESTINGA,0.705
3542800,RIBEIRA,0.698
3542909,RIBEIRÃO BONITO,0.712
3543006,RIBEIRÃO BRANCO,0.639
3543105,RIBEIRÃO CORRENTE,0.711
3543204,RIBEIRÃO DO SUL,0.747
3543238,RIBEIRÃO DOS ÍNDIOS,0.721
3543253,RIBEIRÃO GRANDE,0.705
3543303,RIBEIRÃO PIRES,0.784
3543402,RIBEIRÃO PRETO,0.8
3543501,RIVERSUL,0.664
3543600,RIFAINA,0.74
3543709,RINCÃO,0.734
3543808,RINÓPOLIS,0.723
3543907,RIO CLARO,0.803
3544004,RIO DAS PEDRAS,0.759
3544103,RIO GRANDE DA SERRA,0.749
3544202,RIOLÂNDIA,0.703
3544251,ROSANA,0.764
3544301,ROSEIRA,0.737
3544400,RUBIÁCEA,0.721
3544509,RUBINÉIA,0.759
3544608,SABINO,0.728
3544707,SAGRES,0.73
3544806,SALES,0.751
3544905,SALES OLIVEIRA,0.772
3545001,SALESÓPOLIS,0.732
3545100,SALMOURÃO,0.719
3545159,SALTINHO,0.791
3545209,SALTO,0.78
3545308,SALTO DE PIRAPORA,0.729
3545407,SALTO GRANDE,0.704
3545506,SANDOVALINA,0.709
3545605,SANTA ADÉLIA,0.76
3545704,SANTA ALBERTINA,0.728
3545803,SANTA BÁRBARA D'OESTE,0.781
3546009,SANTA BRANCA,0.735
3546108,SANTA CLARA D'OESTE,0.733
3546207,SANTA CRUZ DA CONCEIÇÃO,0.79
3546256,SANTA CRUZ DA ESPERANÇA,0.743
3546306,SANTA CRUZ DAS PALMEIRAS,0.728
3546405,SANTA CRUZ DO RIO PARDO,0.762
3546504,SANTA ERNESTINA,0.738
3546603,SANTA FÉ DO SUL,0.784
3546702,SANTA GERTRUDES,0.737
3546801,SANTA ISABEL,0.738
3546900,SANTA LÚCIA,0.737
3547007,SANTA MARIA DA SERRA,0.686
3547106,SANTA MERCEDES,0.739
3547205,SANTANA DA PONTE PENSA,0.773
3547304,SANTANA DE PARNAÍBA,0.814
3547403,SANTA RITA D'OESTE,0.761
3547502,SANTA RITA DO PASSA QUATRO,0.775
3547601,SANTA ROSA DE VITERBO,0.77
3547650,SANTA SALETE,0.772
3547700,SANTO ANASTÁCIO,0.753
3547809,SANTO ANDRÉ,0.815
3547908,SANTO ANTÔNIO DA ALEGRIA,0.702
3548005,SANTO ANTÔNIO DE POSSE,0.702
3548054,SANTO ANTÔNIO DO ARACANGUÁ,0.757
3548104,SANTO ANTÔNIO DO JARDIM,0.714
3548203,SANTO ANTÔNIO DO PINHAL,0.706
3548302,SANTO EXPEDITO,0.732
3548401,SANTÓPOLIS DO AGUAPEÍ,0.74
3548500,SANTOS,0.84
3548609,SÃO BENTO DO SAPUCAÍ,0.72
3548708,SÃO BERNARDO DO CAMPO,0.805
3548807,SÃO CAETANO DO SUL,0.862
3548906,SÃO CARLOS,0.805
3549003,SÃO FRANCISCO,0.723
3549102,SÃO JOÃO DA BOA VISTA,0.797
3549201,SÃO JOÃO DAS DUAS PONTES,0.72
3549250,SÃO JOÃO DE IRACEMA,0.748
3549300,SÃO JOÃO DO PAU D'ALHO,0.75
3549409,SÃO JOAQUIM DA BARRA,0.762
3549508,SÃO JOSÉ DA BELA VISTA,0.693
3549607,SÃO JOSÉ DO BARREIRO,0.684
3549706,SÃO JOSÉ DO RIO PARDO,0.774
3549805,SÃO JOSÉ DO RIO PRETO,0.797
3549904,SÃO JOSÉ DOS CAMPOS,0.807
3549953,SÃO LOURENÇO DA SERRA,0.728
3550001,SÃO LUÍS DO PARAITINGA,0.697
3550100,SÃO MANUEL,0.744
3550209,SÃO MIGUEL ARCANJO,0.71
3550308,SÃO PAULO,0.805
3550407,SÃO PEDRO,0.755
